,lat,lon
0,49.05904786561065,-123.32717404397891
1,49.055579998600486,-123.32437334830281
2,49.05217602406078,-123.31703190635211
3,49.049295551255014,-123.3147920819617
4,49.04596978002919,-123.30892267951386
5,49.042862817586794,-123.30663270513283
6,49.03951650676595,-123.301547943252
7,49.036171514300506,-123.29561594888932
8,49.03243884892066,-123.29225292226043
9,49.029577540034715,-123.28837231621809
10,49.026639451276594,-123.28412345702218
11,49.023072354139224,-123.27557610994943
12,49.019869935123126,-123.27327494478739
13,49.01742973570161,-123.26916201998509
14,49.01389426954057,-123.26215233951079
15,49.010290115152465,-123.25931558078992
16,49.00717682842546,-123.25453957325188
17,49.00434793388645,-123.24624116892534
18,49.00217343084481,-123.24297381999857
19,48.99777498643398,-123.23890679361688
20,48.99465307307707,-123.23340430050212
21,48.99276477735042,-123.2303854541045
22,48.98840759364234,-123.22367346462326
23,48.98627948142555,-123.21875439812608
24,48.98306025815474,-123.21467782598502
25,48.979017134407826,-123.21081468960908
26,48.976646210741336,-123.20379614687033
27,48.97439899753332,-123.19914645845857
28,48.970679639900396,-123.1954154103693
29,48.967008975437615,-123.18825277763672
30,48.96494308864044,-123.1832091181275
31,48.96175634181301,-123.18038452329901
32,48.95803100381427,-123.17357239602175
33,48.95540841756562,-123.17165840176212
34,48.95213122487035,-123.16346860361762
35,48.949630639039476,-123.15872250767019
36,48.94634281829794,-123.15468485998478
37,48.94240848275489,-123.14910116999216
38,48.940297361082166,-123.14373487771816
39,48.93657555780444,-123.14156215167509
40,48.93400269170569,-123.13638288214273
41,48.93145052283141,-123.13078939152824
42,48.92754050999019,-123.12274032382635
43,48.9254170693371,-123.12011533267962
44,48.922167796161105,-123.11765982510018
45,48.91883704766598,-123.11104292250342
46,48.916686905539365,-123.10438294814296
47,48.913312746848995,-123.10042847831217
48,48.9097753843579,-123.092697316834
49,48.906346919933625,-123.08772386036085
